nrow,id,dia,aerolinea,destino,region,dest_size,area_abordaje,fecha_salida,espera_min,limpieza,seguridad,satisfaccion,espera_hr,espera_tipo,tipo_dia_semana
2261,3145,jueves,DELTA,SALT LAKE CITY,oeste de ee. uu.,Medium,Gates 40-48,2018-12-31,45.0,Limpio,Algo seguro,Algo satisfecho,0.75,corto,weekday
2262,1616,jueves,VIRGIN ATLANTIC,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,140.0,Limpio,Muy seguro,Algo satisfecho,2.3333333333333335,medio,weekday
2263,2343,miércoles,UNITED,AUSTIN,midwest us,Medium,Gates 70-90,2018-12-31,105.0,Algo limpio,Muy seguro,Muy satisfecho,1.75,medio,weekday
2266,2455,viernes,ALASKA,SALT LAKE CITY,oeste de ee. uu.,Medium,Gates 1-12,2018-12-31,150.0,Promedio,Muy seguro,Algo satisfecho,2.5,medio,weekday
2267,1319,jueves,JETBLUE,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 1-12,2018-12-31,276.0,Limpio,Muy seguro,Muy satisfecho,4.6,largo,weekday
2268,839,domingo,ALASKA,SEATTLE,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,185.0,Algo limpio,Muy seguro,Algo satisfecho,3.0833333333333335,largo,weekend
2269,311,jueves,UNITED,SAN DIEGO,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,122.0,Algo limpio,Algo seguro,Algo satisfecho,2.033333333333333,medio,weekday
2270,2072,viernes,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,79.0,Limpio,Muy seguro,Muy satisfecho,1.3166666666666667,medio,weekday
2272,1228,martes,SUDOESTE,LAS VEGAS,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,59.99999999999989,Algo limpio,Muy seguro,Algo satisfecho,0.9999999999999982,corto,weekday
2273,773,jueves,UNITED INTL,SAN JOSE DEL CABO,canadá / méxico,Small,Gates 91-102,2018-12-31,240.0,Algo limpio,Muy seguro,Algo satisfecho,4.0,largo,weekday
2274,2666,sábado,JETBLUE,BOSTON,este de ee. uu.,Large,Gates 1-12,2018-12-31,132.0,Limpio,Muy seguro,Muy satisfecho,2.2,medio,weekend
2275,2428,miércoles,AIR NEW ZEALAND,AUCKLAND,australia / nueva zelanda,Medium,Gates 91-102,2018-12-31,160.0,Limpio,Algo seguro,Muy satisfecho,2.6666666666666665,medio,weekday
2276,1329,martes,UNITED INTL,SHANGHAI,asia,Hub,Gates 91-102,2018-12-31,260.0,Limpio,Muy seguro,Algo satisfecho,4.333333333333333,largo,weekday
2277,833,domingo,ALASKA,NASHVILLE,medio oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,246.0,Limpio,Muy seguro,Muy satisfecho,4.1,largo,weekend
2278,2583,sábado,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,123.0,Limpio,Muy seguro,Muy satisfecho,2.05,medio,weekend
2279,3153,martes,UNITED,SAN DIEGO,oeste de ee. uu.,Medium,Gates 60-69,2018-12-31,74.9999999999999,Algo limpio,Algo seguro,Algo satisfecho,1.2499999999999984,medio,weekday
2280,2780,jueves,DELTA,ATLANTA,este de ee. uu.,Hub,Gates 40-48,2018-12-31,120.0,Algo limpio,Muy seguro,Algo satisfecho,2.0,medio,weekday
2282,2471,viernes,ALASKA,SALT LAKE CITY,oeste de ee. uu.,Medium,Gates 1-12,2018-12-31,105.0,Algo limpio,Neutral,Algo satisfecho,1.75,medio,weekday
2283,423,domingo,UNITED,HONOLULU,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,105.0,Algo limpio,Algo seguro,Algo satisfecho,1.75,medio,weekend
2284,1855,domingo,ALASKA,KAHULUI,oeste de ee. uu.,Small,Gates 50-59,2018-12-31,175.0,Limpio,Muy seguro,Muy satisfecho,2.9166666666666665,medio,weekend
2285,2190,jueves,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,125.0,Promedio,Muy seguro,Neutral,2.0833333333333335,medio,weekday
2288,3115,martes,UNITED,SPOKANE,west us,Small,Gates 70-90,2018-12-31,157.0,Limpio,Muy seguro,Algo satisfecho,2.6166666666666667,medio,weekday
2289,1423,sábado,UNITED,KANSAS CITY,midwest us,Medium,Gates 70-90,2018-12-31,59.99999999999989,Algo limpio,Muy seguro,Algo satisfecho,0.9999999999999982,corto,weekend
2290,601,jueves,JETBLUE,BOSTON,este de ee. uu.,Large,Gates 1-12,2018-12-31,102.0,Promedio,Muy seguro,Neutral,1.7,medio,weekday
2291,2533,sábado,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,108.0,Algo limpio,Muy seguro,Algo satisfecho,1.8,medio,weekend
2292,939,viernes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,210.0,Algo limpio,Algo seguro,Neutral,3.5,largo,weekday
2293,1266,jueves,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,155.0,Limpio,Algo seguro,Algo satisfecho,2.5833333333333335,medio,weekday
2294,359,viernes,LUFTHANSA,FRANKFURT,europa,Hub,Gates 91-102,2018-12-31,120.0,Promedio,Algo seguro,Neutral,2.0,medio,weekday
2295,934,viernes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,180.0,Promedio,Algo seguro,Algo satisfecho,3.0,medio,weekday
2296,1686,sábado,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,275.0,Promedio,Neutral,Neutral,4.583333333333333,largo,weekend
2297,2078,jueves,AMERICAN,PHILADELPHIA,east us,Large,Gates 50-59,2018-12-31,112.0,Limpio,Muy seguro,Algo satisfecho,1.8666666666666667,medio,weekday
2300,1568,miércoles,UNITED INTL,HONG KONG,asia,Hub,Gates 91-102,2018-12-31,150.0,Limpio,Muy seguro,Algo satisfecho,2.5,medio,weekday
2303,2003,viernes,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,185.0,Limpio,Neutral,Muy satisfecho,3.0833333333333335,largo,weekday
2304,2414,miércoles,AIR NEW ZEALAND,AUCKLAND,australia / nueva zelanda,Medium,Gates 91-102,2018-12-31,250.0,Algo limpio,Muy seguro,Muy satisfecho,4.166666666666667,largo,weekday
2305,1405,sábado,UNITED,KANSAS CITY,midwest us,Medium,Gates 70-90,2018-12-31,180.0,Algo limpio,Muy seguro,Algo satisfecho,3.0,medio,weekend
2306,861,martes,AMERICAN,DALLAS-FT. VALOR,medio oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,175.0,Limpio,Neutral,Algo satisfecho,2.9166666666666665,medio,weekday
2307,2710,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,240.0,Limpio,Algo seguro,Muy satisfecho,4.0,largo,weekday
2308,1730,lunes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,180.0,Limpio,Muy seguro,Algo satisfecho,3.0,medio,weekday
2310,2044,viernes,BRITISH AIRWAYS,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,180.0,Limpio,Neutral,Algo satisfecho,3.0,medio,weekday
2312,894,martes,ALASKA,RALEIGH-DURHAM,este de ee. uu.,Medium,Gates 50-59,2018-12-31,170.0,Limpio,Algo seguro,Neutral,2.8333333333333335,medio,weekday
2313,1981,viernes,AIR FRANCE / KLM,AMSTERDAM,europa,Hub,Gates 1-12,2018-12-31,175.0,Limpio,Algo seguro,Muy satisfecho,2.9166666666666665,medio,weekday
2314,2544,martes,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,75.0,Algo limpio,Neutral,Neutral,1.25,medio,weekday
2316,2512,viernes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 60-69,2018-12-31,139.0,Limpio,Algo seguro,Algo satisfecho,2.316666666666667,medio,weekday
2317,540,jueves,ALASKA,PUERTO VALLARTA,canadá / méxico,Small,Gates 50-59,2018-12-31,240.0,Algo limpio,Muy seguro,Algo satisfecho,4.0,largo,weekday
2318,2339,martes,DELTA,MINNEAPOLIS-ST. PAUL,midwest us,Hub,Gates 40-48,2018-12-31,95.0000000000001,Algo limpio,Muy seguro,Algo satisfecho,1.583333333333335,medio,weekday
2319,453,domingo,ALASKA,LAS VEGAS,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,240.0,Limpio,Neutral,Algo satisfecho,4.0,largo,weekend
2320,1344,martes,UNITED INTL,SHANGHAI,asia,Hub,Gates 91-102,2018-12-31,80.0,Limpio,Muy seguro,Muy satisfecho,1.3333333333333333,medio,weekday
2321,1082,viernes,AIR CANADA,CALGARY,canadá / méxico,Medium,Gates 91-102,2018-12-31,95.0000000000001,Algo limpio,Muy seguro,Algo satisfecho,1.583333333333335,medio,weekday
2322,2686,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,210.0,Promedio,Algo seguro,Algo satisfecho,3.5,largo,weekday
2323,2809,jueves,DELTA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,90.0,Promedio,Neutral,Neutral,1.5,medio,weekday
2324,2356,martes,JETBLUE,FT. LAUDERDALE,este de ee. uu.,Large,Gates 1-12,2018-12-31,131.0,Algo limpio,Algo seguro,Algo satisfecho,2.183333333333333,medio,weekday
2325,2071,jueves,AMERICAN,PHILADELPHIA,east us,Large,Gates 50-59,2018-12-31,147.0,Algo limpio,Muy seguro,Algo satisfecho,2.45,medio,weekday
2326,337,miércoles,SUDOESTE,PHOENIX,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,150.0,Promedio,Algo seguro,Neutral,2.5,medio,weekday
2327,1223,martes,SUDOESTE,LAS VEGAS,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,90.0,Algo limpio,Muy seguro,Neutral,1.5,medio,weekday
2328,2931,martes,SUDOESTE,SAN DIEGO,oeste de ee. uu.,Medium,Gates 20-39,2018-12-31,105.0,Limpio,Algo seguro,Algo satisfecho,1.75,medio,weekday
2329,897,martes,ALASKA,RALEIGH-DURHAM,este de ee. uu.,Medium,Gates 50-59,2018-12-31,220.0,Limpio,Muy seguro,Muy satisfecho,3.6666666666666665,largo,weekday
2330,2111,lunes,UNITED INTL,CIUDAD DE MÉXICO,canadá / méxico,Hub,Gates 91-102,2018-12-31,100.0,Limpio,Algo seguro,Algo satisfecho,1.6666666666666667,medio,weekday
2332,1878,miércoles,SINGAPORE AIRLINES,SINGAPUR,asia,Hub,Gates 91-102,2018-12-31,180.0,Algo limpio,Algo seguro,Algo satisfecho,3.0,medio,weekday
2333,2893,domingo,WOW,REYKJAVIK,europa,Small,Gates 1-12,2018-12-31,175.0,Promedio,Algo seguro,Neutral,2.9166666666666665,medio,weekend
2334,3043,martes,AMERICAN,DALLAS-FT. WORTH,midwest us,Hub,Gates 50-59,2018-12-31,230.0,Algo limpio,Muy seguro,Algo satisfecho,3.8333333333333335,largo,weekday
2335,369,viernes,ALASKA,SAN JOSE DEL CABO,canadá / méxico,Small,Gates 50-59,2018-12-31,130.0,Algo limpio,Muy seguro,Algo satisfecho,2.1666666666666665,medio,weekday
2336,1720,lunes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,150.0,Limpio,Muy seguro,Algo satisfecho,2.5,medio,weekday
2337,2712,martes,SUDOESTE,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,200.0,Algo limpio,Muy seguro,Algo satisfecho,3.3333333333333335,largo,weekday
2338,2135,miércoles,AIR CANADA,VANCOUVER,canadá / méxico,Medium,Gates 91-102,2018-12-31,94.9999999999998,Promedio,Muy seguro,Neutral,1.58333333333333,medio,weekday
2339,1384,martes,UNITED INTL,PARIS-DE GAULLE,europa,Hub,Gates 91-102,2018-12-31,90.0,Algo limpio,Muy seguro,Algo satisfecho,1.5,medio,weekday
2341,2895,domingo,WOW,REYKJAVIK,europa,Small,Gates 1-12,2018-12-31,160.0,Algo limpio,Muy seguro,Algo satisfecho,2.6666666666666665,medio,weekend
2342,804,domingo,ALASKA,BALTIMORE,este de ee. uu.,Medium,Gates 50-59,2018-12-31,155.0,Algo limpio,Muy seguro,Neutral,2.5833333333333335,medio,weekend
2343,2507,viernes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 60-69,2018-12-31,139.0,Promedio,Muy seguro,Algo satisfecho,2.316666666666667,medio,weekday
2345,992,viernes,LUFTHANSA,MUNICH,europa,Hub,Gates 91-102,2018-12-31,220.0,Algo limpio,Algo seguro,Algo satisfecho,3.6666666666666665,largo,weekday
2346,382,viernes,ALASKA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,145.0,Limpio,Algo seguro,Neutral,2.4166666666666665,medio,weekday
2347,625,jueves,ALASKA,NEWARK,este de ee. uu.,Hub,Gates 50-59,2018-12-31,65.0,Algo limpio,Algo seguro,Algo satisfecho,1.0833333333333333,medio,weekday
2348,3110,domingo,ALASKA,NEWARK,este de ee. uu.,Hub,Gates 50-59,2018-12-31,94.9999999999998,Algo limpio,Algo seguro,Muy satisfecho,1.58333333333333,medio,weekend
2349,1535,jueves,DELTA,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 40-48,2018-12-31,275.0,Limpio,Muy seguro,Algo satisfecho,4.583333333333333,largo,weekday
2351,1307,martes,UNITED INTL,LONDON HEATHROW,europa,Hub,Gates 91-102,2018-12-31,110.0,Limpio,Algo seguro,Muy satisfecho,1.8333333333333333,medio,weekday
2352,760,domingo,ALASKA,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 50-59,2018-12-31,120.0,Limpio,Muy seguro,Muy satisfecho,2.0,medio,weekend
2354,2772,miércoles,UNITED,AUSTIN,medio oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,90.0,Algo limpio,Muy seguro,Algo satisfecho,1.5,medio,weekday
2355,1802,lunes,UNITED INTL,LONDON HEATHROW,europa,Hub,Gates 91-102,2018-12-31,205.0,Algo limpio,Algo seguro,Algo satisfecho,3.4166666666666665,largo,weekday
2356,545,jueves,EMIRATES,DUBAI,oriente medio,Hub,Gates 1-12,2018-12-31,165.0,Promedio,Muy seguro,Algo satisfecho,2.75,medio,weekday
2357,1691,sábado,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,155.0,Promedio,Algo seguro,Neutral,2.5833333333333335,medio,weekend
2358,1495,miércoles,FRONTIER,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-01-01,179.0,Algo limpio,Neutral,Neutral,2.9833333333333334,medio,weekday
2359,362,viernes,ALASKA,NEWARK,este de ee. uu.,Hub,Gates 50-59,2018-12-31,95.0000000000001,Limpio,Muy seguro,Muy satisfecho,1.583333333333335,medio,weekday
2360,1442,sábado,UNITED,PORTLAND,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,340.0,Promedio,Muy seguro,Neutral,5.666666666666667,largo,weekend
2361,963,viernes,LUFTHANSA,MUNICH,europa,Hub,Gates 91-102,2018-12-31,175.0,Algo limpio,Muy seguro,Algo satisfecho,2.9166666666666665,medio,weekday
2362,1401,martes,UNITED INTL,PARIS-DE GAULLE,europa,Hub,Gates 91-102,2018-12-31,120.0,Limpio,Muy seguro,Muy satisfecho,2.0,medio,weekday
2363,838,domingo,ALASKA,SEATTLE,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,155.0,Promedio,Neutral,Neutral,2.5833333333333335,medio,weekend
2364,3119,domingo,COPA,CIUDAD DE PANAMÁ,centroamérica / sudamérica,Medium,Gates 1-12,2018-12-31,173.0,Algo limpio,Muy seguro,Algo satisfecho,2.8833333333333333,medio,weekend
2365,379,viernes,ALASKA,SAN JOSE DEL CABO,canada / mexico,Small,Gates 50-59,2018-12-31,105.0,Limpio,Neutral,Algo satisfecho,1.75,medio,weekday
2366,3273,martes,UNITED,LAS VEGAS,west us,Hub,Gates 70-90,2018-12-31,145.0,Algo limpio,Muy seguro,Neutral,2.4166666666666665,medio,weekday
2367,1831,lunes,TURKISH AIRLINES,ESTAMBUL,oriente medio,Hub,Gates 91-102,2018-12-31,285.0,Limpio,Algo seguro,Muy satisfecho,4.75,largo,weekday
2368,2719,jueves,DELTA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,130.0,Algo limpio,Muy seguro,Algo satisfecho,2.1666666666666665,medio,weekday
2369,2214,jueves,SUDOESTE,PHOENIX,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,135.0,Algo sucio,Algo seguro,Neutral,2.25,medio,weekday
2370,1818,lunes,UNITED INTL,LONDON HEATHROW,europa,Hub,Gates 91-102,2018-12-31,275.0,Limpio,Algo seguro,Algo satisfecho,4.583333333333333,largo,weekday
2371,2623,sábado,INTERJET,GUADALAJARA,canadá / méxico,Medium,Gates 1-12,2018-12-31,165.0,Limpio,Muy seguro,Muy satisfecho,2.75,medio,weekend
2372,1618,jueves,VIRGIN ATLANTIC,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,140.0,Promedio,Algo seguro,Algo satisfecho,2.3333333333333335,medio,weekday
2373,1241,jueves,ESTE DE CHINA,SHANGHAI,asia,Hub,Gates 1-12,2018-12-31,180.0,Algo limpio,Neutral,Neutral,3.0,medio,weekday
2374,2588,sábado,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,83.0,Limpio,Muy seguro,Muy satisfecho,1.3833333333333333,medio,weekend
2375,1481,miércoles,AVIANCA,SAN SALVADOR,centro / sudamérica,Small,Gates 1-12,2018-12-31,175.0,Limpio,Muy seguro,Muy satisfecho,2.9166666666666665,medio,weekday
2376,2944,martes,SUDOESTE,SAN DIEGO,oeste de ee. uu.,Medium,Gates 20-39,2018-12-31,135.0,Limpio,Muy seguro,Muy satisfecho,2.25,medio,weekday
2377,595,jueves,ALASKA,WASHINGTON DC-DULLES,este de ee. uu.,Medium,Gates 50-59,2018-12-31,135.0,Limpio,Muy seguro,Muy satisfecho,2.25,medio,weekday
2378,2074,viernes,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,229.0,Promedio,Muy seguro,Algo satisfecho,3.816666666666667,largo,weekday
2379,1284,martes,UNITED INTL,LONDON HEATHROW,europa,Hub,Gates 91-102,2018-12-31,185.0,Limpio,Algo seguro,Algo satisfecho,3.0833333333333335,largo,weekday
2380,2129,lunes,UNITED INTL,CIUDAD DE MÉXICO,canadá / méxico,Hub,Gates 91-102,2018-12-31,970.0,Algo limpio,Muy seguro,Algo satisfecho,16.166666666666668,largo,weekday
2381,1158,martes,SUDOESTE,SAN DIEGO,oeste de ee. uu.,Medium,Gates 20-39,2018-12-31,74.9999999999999,Algo limpio,Algo seguro,Algo satisfecho,1.2499999999999984,medio,weekday
2382,2637,martes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 60-69,2018-12-31,150.0,Limpio,Muy seguro,Muy satisfecho,2.5,medio,weekday
2383,1359,martes,UNITED INTL,KANSAI,asia,Hub,Gates 91-102,2018-12-31,245.0,Algo limpio,Muy seguro,Algo satisfecho,4.083333333333333,largo,weekday
2384,461,domingo,UNITED,DALLAS-FT. WORTH,medio oeste de ee. uu.,Hub,Gates 60-69,2018-12-31,246.0,Algo limpio,Algo seguro,Algo satisfecho,4.1,largo,weekend
2385,812,domingo,ALASKA,BALTIMORE,este de ee. uu.,Medium,Gates 50-59,2018-12-31,160.0,Algo limpio,Neutral,Algo satisfecho,2.6666666666666665,medio,weekend
2386,799,domingo,ALASKA,BALTIMORE,este de ee. uu.,Medium,Gates 50-59,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho,2.5833333333333335,medio,weekend
2387,1316,martes,UNITED INTL,LONDON HEATHROW,europa,Hub,Gates 91-102,2018-12-31,200.0,Algo limpio,Algo seguro,Algo satisfecho,3.3333333333333335,largo,weekday
2388,401,domingo,UNITED,HOUSTON-BUSH,midwest us,Hub,Gates 70-90,2018-12-31,272.0,Algo limpio,Muy seguro,Algo satisfecho,4.533333333333333,largo,weekend
2389,3200,domingo,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-01-01,210.0,Algo limpio,Algo seguro,Algo satisfecho,3.5,largo,weekend
2390,2536,sábado,JETBLUE,BOSTON,este de ee. uu.,Large,Gates 1-12,2018-12-31,150.0,Algo limpio,Algo seguro,Algo satisfecho,2.5,medio,weekend
2391,1591,miércoles,UNITED INTL,HONG KONG,asia,Hub,Gates 91-102,2018-12-31,180.0,Limpio,Muy seguro,Algo satisfecho,3.0,medio,weekday
2392,723,miércoles,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,170.0,Algo limpio,Algo seguro,Algo satisfecho,2.8333333333333335,medio,weekday
2393,1997,martes,UNITED,BALTIMORE,este de ee. uu.,Medium,Gates 60-69,2018-12-31,125.0,Algo limpio,Muy seguro,Algo satisfecho,2.0833333333333335,medio,weekday
2394,2572,martes,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,105.0,Algo limpio,Algo seguro,Neutral,1.75,medio,weekday
2395,266,viernes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,175.0,Promedio,Neutral,Neutral,2.9166666666666665,medio,weekday
2396,1039,viernes,AIR CANADA,CALGARY,canadá / méxico,Medium,Gates 91-102,2018-12-31,245.0,Algo limpio,Neutral,Neutral,4.083333333333333,largo,weekday
2397,2565,sábado,INTERJET,GUADALAJARA,canadá / méxico,Medium,Gates 1-12,2018-12-31,165.0,Limpio,Muy seguro,Muy satisfecho,2.75,medio,weekend
2398,1692,domingo,ALASKA,SANTA ANA,oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,307.0,Algo sucio,Neutral,Neutral,5.116666666666666,largo,weekend
2399,1909,martes,UNITED,BOSTON,este de ee. uu.,Large,Gates 70-90,2018-12-31,145.0,Limpio,Algo seguro,Muy satisfecho,2.4166666666666665,medio,weekday
2400,3085,martes,UNITED,SPOKANE,oeste de ee. uu.,Small,Gates 70-90,2018-12-31,82.0,Algo limpio,Algo seguro,Algo satisfecho,1.3666666666666667,medio,weekday
2401,2643,martes,JETBLUE,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 1-12,2018-12-31,150.0,Algo limpio,Algo seguro,Algo satisfecho,2.5,medio,weekday
2402,2182,miércoles,QANTAS,SYDNEY,australia / nueva zelanda,Hub,Gates 1-12,2018-12-31,885.0,Limpio,Muy seguro,Algo satisfecho,14.75,largo,weekday
2403,793,domingo,ALASKA,BALTIMORE,este de ee. uu.,Medium,Gates 50-59,2018-12-31,165.0,Algo limpio,Algo seguro,Neutral,2.75,medio,weekend
2404,2188,miércoles,QANTAS,SYDNEY,australia / nueva zelanda,Hub,Gates 1-12,2018-12-31,150.0,Limpio,Muy seguro,Muy satisfecho,2.5,medio,weekday
2405,493,domingo,UNITED,DENVER,oeste de ee. uu.,Hub,Gates 70-90,2018-12-31,296.0,Algo limpio,Neutral,Muy satisfecho,4.933333333333334,largo,weekend
2406,2515,viernes,ALASKA,SALT LAKE CITY,oeste de ee. uu.,Medium,Gates 1-12,2018-12-31,240.0,Promedio,Algo inseguro,Neutral,4.0,largo,weekday
2408,2079,viernes,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,89.00000000000021,Algo limpio,Algo seguro,Neutral,1.483333333333337,medio,weekday
2409,2833,martes,UNITED,BURBANK,west us,Small,Gates 70-90,2018-12-31,93.0,Limpio,Algo seguro,Algo satisfecho,1.55,medio,weekday
2411,2722,viernes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 60-69,2018-12-31,195.0,Promedio,Algo seguro,Algo satisfecho,3.25,largo,weekday
2412,2097,lunes,UNITED INTL,CIUDAD DE MÉXICO,canadá / méxico,Hub,Gates 91-102,2018-12-31,145.0,Algo limpio,Algo seguro,Algo satisfecho,2.4166666666666665,medio,weekday
2413,2101,martes,AMERICAN,PHOENIX,west us,Hub,Gates 50-59,2018-12-31,91.0000000000001,Limpio,Muy seguro,Muy satisfecho,1.5166666666666684,medio,weekday
2414,2774,domingo,WOW,REYKJAVIK,europa,Small,Gates 1-12,2018-12-31,160.0,Algo limpio,Neutral,Algo satisfecho,2.6666666666666665,medio,weekend
2415,2546,sábado,JETBLUE,BOSTON,este de ee. uu.,Large,Gates 1-12,2018-12-31,135.0,Algo limpio,Algo seguro,Algo satisfecho,2.25,medio,weekend
2416,1733,lunes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,150.0,Algo limpio,Muy seguro,Algo satisfecho,2.5,medio,weekday
2417,766,domingo,ALASKA,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 50-59,2018-12-31,105.0,Algo limpio,Neutral,Neutral,1.75,medio,weekend
2418,243,jueves,UNITED,NASHVILLE,midwest us,Medium,Gates 70-90,2018-12-31,80.0000000000002,Algo limpio,Muy seguro,Muy satisfecho,1.3333333333333366,medio,weekday
2420,2369,martes,JETBLUE,FT. LAUDERDALE,este de ee. uu.,Large,Gates 1-12,2018-12-31,136.0,Limpio,Muy seguro,Algo satisfecho,2.2666666666666666,medio,weekday
2421,709,miércoles,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,185.0,Promedio,Muy seguro,Neutral,3.0833333333333335,largo,weekday
2422,1999,martes,UNITED,BALTIMORE,este de ee. uu.,Medium,Gates 60-69,2018-12-31,215.0,Limpio,Muy seguro,Algo satisfecho,3.5833333333333335,largo,weekday
2423,2360,miércoles,UNITED,AUSTIN,medio oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,105.0,Promedio,Algo seguro,Algo satisfecho,1.75,medio,weekday
2424,1868,domingo,ALASKA,KAHULUI,oeste de ee. uu.,Small,Gates 50-59,2018-12-31,205.0,Algo limpio,Muy seguro,Algo satisfecho,3.4166666666666665,largo,weekend
2425,2547,sábado,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,72.9999999999999,Limpio,Algo seguro,Muy satisfecho,1.216666666666665,medio,weekend
2426,3051,domingo,PHILIPPINE AIRLINES,MANILA,asia,Medium,Gates 1-12,2018-01-01,395.0,Promedio,Algo seguro,Algo satisfecho,6.583333333333333,largo,weekend
2427,2351,miércoles,UNITED,AUSTIN,medio oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,115.0,Limpio,Muy seguro,Muy satisfecho,1.9166666666666667,medio,weekday
2429,330,viernes,ALASKA,SAN DIEGO,oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,156.0,Algo limpio,Algo seguro,Algo satisfecho,2.6,medio,weekday
2431,2828,martes,UNITED,BURBANK,west us,Small,Gates 70-90,2018-12-31,123.0,Limpio,Muy seguro,Algo satisfecho,2.05,medio,weekday
2432,2421,martes,UNITED,HONOLULU,west us,Medium,Gates 70-90,2018-12-31,300.0,Limpio,Muy seguro,Muy satisfecho,5.0,largo,weekday
2433,2404,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,250.0,Algo limpio,Muy seguro,Algo satisfecho,4.166666666666667,largo,weekday
2434,968,viernes,LUFTHANSA,MUNICH,europa,Hub,Gates 91-102,2018-12-31,175.0,Algo limpio,Algo seguro,Algo satisfecho,2.9166666666666665,medio,weekday
2435,1823,domingo,ALASKA,RALEIGH-DURHAM,este de ee. uu.,Medium,Gates 50-59,2018-12-31,85.0,Algo limpio,Neutral,Algo satisfecho,1.4166666666666667,medio,weekend
